Institution Name,Year,Month,Items
Smithsonian Libraries,2010,10,211
Smithsonian Libraries,2009,12,409
Smithsonian Libraries,2009,7,420
Smithsonian Libraries,2009,6,671
Smithsonian Libraries,2009,8,609
Smithsonian Libraries,2009,9,362
Smithsonian Libraries,2009,11,598
Smithsonian Libraries,2008,4,6
Smithsonian Libraries,2008,1,30
Smithsonian Libraries,2008,3,1
Smithsonian Libraries,0,0,65
Smithsonian Libraries,2006,5,4
Smithsonian Libraries,2008,2,203
Smithsonian Libraries,2008,8,21
Smithsonian Libraries,2008,7,23
Smithsonian Libraries,2008,5,71
Smithsonian Libraries,2008,6,20
Smithsonian Libraries,2009,2,339
Smithsonian Libraries,2009,3,867
Smithsonian Libraries,2009,4,611
Smithsonian Libraries,2009,5,560
Smithsonian Libraries,2008,9,711
Smithsonian Libraries,2008,10,495
Smithsonian Libraries,2008,12,349
Smithsonian Libraries,2009,1,343
Smithsonian Libraries,2008,11,624
Smithsonian Libraries,2013,9,123
Smithsonian Libraries,2013,10,57
Smithsonian Libraries,2013,7,90
Smithsonian Libraries,2013,8,169
Smithsonian Libraries,2013,5,228
Smithsonian Libraries,2013,6,181
Smithsonian Libraries,2013,3,240
Smithsonian Libraries,2013,4,234
Smithsonian Libraries,2012,11,191
Smithsonian Libraries,2012,12,200
Smithsonian Libraries,2013,1,165
Smithsonian Libraries,2013,2,180
Smithsonian Libraries,2012,7,197
Smithsonian Libraries,2012,8,139
Smithsonian Libraries,2012,10,299
Smithsonian Libraries,2012,9,257
Smithsonian Libraries,2012,4,255
Smithsonian Libraries,2012,3,333
Smithsonian Libraries,2012,5,207
Smithsonian Libraries,2012,6,177
Smithsonian Libraries,2012,2,110
Smithsonian Libraries,2012,1,167
Smithsonian Libraries,2011,11,136
Smithsonian Libraries,2011,12,223
Smithsonian Libraries,2011,9,287
Smithsonian Libraries,2011,10,143
Smithsonian Libraries,2011,8,113
Smithsonian Libraries,2011,7,192
Smithsonian Libraries,2011,6,155
Smithsonian Libraries,2011,4,215
Smithsonian Libraries,2011,5,266
South African National Biodiversity Institute,2013,8,1
South African National Biodiversity Institute,2013,7,3
South Australian Museum,2013,7,3
South Australian Museum,2013,8,1
South Australian Museum,2013,4,28
South Australian Museum,2013,3,2
South Australian Museum,2013,6,6
South Australian Museum,2013,5,1
South Australian Museum,2013,2,17
South Australian Museum,2013,1,26
South Australian Museum,2012,12,24
South Australian Museum,2012,11,9
State Library of Massachusetts (archive.org),2009,11,3
State Library of North Carolina (archive.org),2010,7,2
State Library of North Carolina (archive.org),2013,2,3
State Library of North Carolina (archive.org),2013,6,2
State Library of North Carolina (archive.org),2013,3,1
State Library of North Carolina (archive.org),2013,7,15
State Library of North Carolina (archive.org),2011,10,12
State Library of North Carolina (archive.org),2012,3,4
State Library of North Carolina (archive.org),2014,4,21
Sterling and Francine Clark Art Institute Library (archive.org),2013,3,1
Sterling and Francine Clark Art Institute Library (archive.org),2013,2,1
Sterling and Francine Clark Art Institute Library (archive.org),2012,11,1
Sterling and Francine Clark Art Institute Library (archive.org),2012,12,1
Sweet Briar College (archive.org),2010,10,4
Sweet Briar College (archive.org),2010,11,5
The Bancroft Library (archive.org),2009,11,14
The Bancroft Library (archive.org),2012,5,48
The Johns Hopkins University Sheridan Libraries (archive.org),2009,11,37
"The University of Western Ontario, Western Archives (archive.org)",2009,11,19
Tisch Library (archive.org),2009,11,4
Tisch Library (archive.org),2010,8,1
Tisch Library (archive.org),2013,8,8
Toronto Public Library : North York Central (archive.org),2009,11,11
Toronto Public Library: Research and Reference Libraries (archive.org),2009,11,39
Trinity College - University of Toronto (archive.org),2009,11,7
Trinity College - University of Toronto (archive.org),2013,12,1
Tufts University (archive.org),2009,11,2
"U.S. Department of Agriculture, National Agricultural Library",2013,8,815
"U.S. Department of Agriculture, National Agricultural Library",2013,7,710
"U.S. Department of Agriculture, National Agricultural Library",2013,10,323
"U.S. Department of Agriculture, National Agricultural Library",2013,9,763
"U.S. Department of Agriculture, National Agricultural Library",2013,3,21
"U.S. Department of Agriculture, National Agricultural Library",2013,4,129
"U.S. Department of Agriculture, National Agricultural Library",2013,6,467
"U.S. Department of Agriculture, National Agricultural Library",2013,5,548
"U.S. Department of Agriculture, National Agricultural Library",2013,2,189
"U.S. Department of Agriculture, National Agricultural Library",2013,1,63
"U.S. Department of Agriculture, National Agricultural Library",2013,12,1850
"U.S. Department of Agriculture, National Agricultural Library",2013,11,241
"U.S. Department of Agriculture, National Agricultural Library",2014,2,1612
"U.S. Department of Agriculture, National Agricultural Library",2014,1,73
"U.S. Department of Agriculture, National Agricultural Library",2014,4,2951
"U.S. Department of Agriculture, National Agricultural Library",2014,3,578
"U.S. Department of Agriculture, National Agricultural Library",2014,5,477
"U.S. Department of Agriculture, National Agricultural Library",2014,6,311
"U.S. Dept. of the Treasury, Treasury Library (archive.org)",2009,11,1
U.S. Government Printing Office (archive.org),2009,11,5
"UCLA Library, Preservation Department",2013,7,1
"UCLA Library, Preservation Department",2014,3,4
"UCLA Library, Preservation Department",2014,4,1
"UCLA Library, Preservation Department",2014,2,1
"UCLA Library, Preservation Department",2013,12,1
UMass Amherst Libraries (archive.org),2014,3,7
UMass Amherst Libraries (archive.org),2014,5,1
UMass Amherst Libraries (archive.org),2013,3,10
UMass Amherst Libraries (archive.org),2013,1,74
UMass Amherst Libraries (archive.org),2013,2,2
UMass Amherst Libraries (archive.org),2012,12,55
UMass Amherst Libraries (archive.org),2012,1,2
UMass Amherst Libraries (archive.org),2011,5,1
UMass Amherst Libraries (archive.org),2009,11,1618
UMass Amherst Libraries (archive.org),2009,12,36
UMass Amherst Libraries (archive.org),2010,8,59
UMass Amherst Libraries (archive.org),2010,6,1
UMass Amherst Libraries (archive.org),2010,5,10
UMass Amherst Libraries (archive.org),2010,1,33
UMass Amherst Libraries (archive.org),2010,2,3
UMass Amherst Libraries (archive.org),2010,4,6
"UNEP-WCMC, Cambridge (archive.org)",2010,6,23
"UNEP-WCMC, Cambridge (archive.org)",2010,7,104
"UNEP-WCMC, Cambridge (archive.org)",2012,1,235
United States Geological Survey,2012,5,30
United States Geological Survey,2012,6,4
United States Geological Survey,2012,3,6
United States Geological Survey,2012,12,9
United States Geological Survey,2012,10,11
United States Geological Survey,2012,8,3
United States Geological Survey,2012,7,23
United States Geological Survey,2013,3,2
United States Geological Survey,2014,5,3
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2010,2,22
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2009,11,4
Universal Digital Library (archive.org),2009,12,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2009,11,17
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,10,8
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,8,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,9,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,2,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,3,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,4,5
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,5,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,5,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,10,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,7,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,5,9
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,6,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,3,14
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,12,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,11,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,1,1
University of Alberta Libraries (archive.org),2014,1,5
University of Alberta Libraries (archive.org),2014,2,41
University of Alberta Libraries (archive.org),2013,12,1
University of Alberta Libraries (archive.org),2014,3,32
University of Alberta Libraries (archive.org),2014,4,14
University of Alberta Libraries (archive.org),2014,6,15
University of Alberta Libraries (archive.org),2014,5,15
University of Alberta Libraries (archive.org),2012,9,20
University of British Columbia Library (archive.org),2013,10,1
University of British Columbia Library (archive.org),2010,7,209
University of British Columbia Library (archive.org),2010,6,204
University of British Columbia Library (archive.org),2010,5,29
University of California Libraries (archive.org),2010,5,1
University of California Libraries (archive.org),2010,7,53
University of California Libraries (archive.org),2010,11,1
University of California Libraries (archive.org),2010,12,3
University of California Libraries (archive.org),2011,1,3
University of California Libraries (archive.org),2011,2,1
University of California Libraries (archive.org),2009,11,11130
University of California Libraries (archive.org),2009,12,3
University of California Libraries (archive.org),2013,7,1
University of California Libraries (archive.org),2013,3,1
University of California Libraries (archive.org),2013,1,20
University of California Libraries (archive.org),2012,12,1
University of California Libraries (archive.org),2011,7,1
University of California Libraries (archive.org),2011,8,1
University of California Libraries (archive.org),2011,9,1
University of California Libraries (archive.org),2011,5,9
University of California Libraries (archive.org),2012,1,16
University of California Libraries (archive.org),2013,12,1
"University of California, Davis Libraries (archive.org)",2011,11,36
"University of California, Davis Libraries (archive.org)",2012,4,22
"University of California, Davis Libraries (archive.org)",2012,3,106
"University of California, Davis Libraries (archive.org)",2012,9,9
"University of California, Davis Libraries (archive.org)",2012,8,38
"University of California, Davis Libraries (archive.org)",2012,7,36
"University of California, Davis Libraries (archive.org)",2013,6,1
University of Connecticut Libraries (archive.org),2013,4,11
University of Connecticut Libraries (archive.org),2013,7,14
University of Connecticut Libraries (archive.org),2013,8,8
University of Connecticut Libraries (archive.org),2013,9,1
University of Connecticut Libraries (archive.org),2012,10,15
University of Connecticut Libraries (archive.org),2012,2,1
University of Connecticut Libraries (archive.org),2011,5,179
University of Connecticut Libraries (archive.org),2011,6,39
University of Connecticut Libraries (archive.org),2011,8,2
University of Connecticut Libraries (archive.org),2011,7,4
University of Connecticut Libraries (archive.org),2009,12,10
University of Connecticut Libraries (archive.org),2009,11,115
University of Connecticut Libraries (archive.org),2011,1,7
University of Connecticut Libraries (archive.org),2010,11,2
University of Connecticut Libraries (archive.org),2010,7,23
University of Connecticut Libraries (archive.org),2010,5,15
University of Connecticut Libraries (archive.org),2010,6,1
University of Connecticut Libraries (archive.org),2010,1,3
"University of Florida, George A. Smathers Libraries (archive.org)",2010,1,15
"University of Florida, George A. Smathers Libraries (archive.org)",2010,2,19
"University of Florida, George A. Smathers Libraries (archive.org)",2010,4,62
"University of Florida, George A. Smathers Libraries (archive.org)",2010,3,24
"University of Florida, George A. Smathers Libraries (archive.org)",2010,6,5
"University of Florida, George A. Smathers Libraries (archive.org)",2010,5,3
"University of Florida, George A. Smathers Libraries (archive.org)",2010,7,18
"University of Florida, George A. Smathers Libraries (archive.org)",2010,11,8
"University of Florida, George A. Smathers Libraries (archive.org)",2010,10,2
"University of Florida, George A. Smathers Libraries (archive.org)",2010,8,14
"University of Florida, George A. Smathers Libraries (archive.org)",2010,9,2
"University of Florida, George A. Smathers Libraries (archive.org)",2011,1,6
"University of Florida, George A. Smathers Libraries (archive.org)",2010,12,10
"University of Florida, George A. Smathers Libraries (archive.org)",2011,2,21
"University of Florida, George A. Smathers Libraries (archive.org)",2009,11,100
"University of Florida, George A. Smathers Libraries (archive.org)",2009,12,4
"University of Florida, George A. Smathers Libraries (archive.org)",2011,7,3
"University of Florida, George A. Smathers Libraries (archive.org)",2011,8,1
"University of Florida, George A. Smathers Libraries (archive.org)",2012,1,3
University of Illinois at Chicago (archive.org),2012,12,1
University of Illinois at Chicago (archive.org),2009,11,1
University of Illinois at Chicago (archive.org),2010,2,1
University of Illinois Urbana Champaign,2010,3,5
University of Illinois Urbana Champaign,2010,4,1
University of Illinois Urbana Champaign,2010,7,44
University of Illinois Urbana Champaign,2010,5,3
University of Illinois Urbana Champaign,2010,6,1
University of Illinois Urbana Champaign,2011,2,137
University of Illinois Urbana Champaign,2011,3,130
University of Illinois Urbana Champaign,2010,12,121
University of Illinois Urbana Champaign,2011,1,152
University of Illinois Urbana Champaign,2010,9,14
University of Illinois Urbana Champaign,2010,8,56
University of Illinois Urbana Champaign,2010,10,109
University of Illinois Urbana Champaign,2010,11,64
University of Illinois Urbana Champaign,2009,11,336
University of Illinois Urbana Champaign,2009,12,116
University of Illinois Urbana Champaign,2009,9,18
University of Illinois Urbana Champaign,2009,8,18
University of Illinois Urbana Champaign,2009,6,18
University of Illinois Urbana Champaign,2009,7,166
University of Illinois Urbana Champaign,2008,11,32
University of Illinois Urbana Champaign,2009,1,60
University of Illinois Urbana Champaign,2008,10,92
University of Illinois Urbana Champaign,2008,9,12
University of Illinois Urbana Champaign,2009,4,3
University of Illinois Urbana Champaign,2009,3,16
University of Illinois Urbana Champaign,2009,2,21
University of Illinois Urbana Champaign,2008,6,12
University of Illinois Urbana Champaign,2008,5,384
University of Illinois Urbana Champaign,2008,7,28
University of Illinois Urbana Champaign,2008,8,28
University of Illinois Urbana Champaign,2008,2,1110
University of Illinois Urbana Champaign,0,0,1
University of Illinois Urbana Champaign,2008,1,12
University of Illinois Urbana Champaign,2008,4,1
University of Illinois Urbana Champaign,2012,12,10
University of Illinois Urbana Champaign,2012,11,9
University of Illinois Urbana Champaign,2013,1,5
University of Illinois Urbana Champaign,2013,2,3
University of Illinois Urbana Champaign,2012,10,1
University of Illinois Urbana Champaign,2012,9,62
University of Illinois Urbana Champaign,2012,7,2
University of Illinois Urbana Champaign,2012,8,4
University of Illinois Urbana Champaign,2013,9,14
University of Illinois Urbana Champaign,2013,10,251
University of Illinois Urbana Champaign,2013,7,12
University of Illinois Urbana Champaign,2013,4,2
University of Illinois Urbana Champaign,2013,3,21
University of Illinois Urbana Champaign,2013,6,5
University of Illinois Urbana Champaign,2013,5,20
University of Illinois Urbana Champaign,2012,1,13
University of Illinois Urbana Champaign,2011,11,95
University of Illinois Urbana Champaign,2011,12,14
University of Illinois Urbana Champaign,2012,3,11
University of Illinois Urbana Champaign,2012,4,14
University of Illinois Urbana Champaign,2012,5,4
University of Illinois Urbana Champaign,2012,6,3
University of Illinois Urbana Champaign,2011,8,4
University of Illinois Urbana Champaign,2011,7,59
University of Illinois Urbana Champaign,2011,9,4
University of Illinois Urbana Champaign,2011,10,9
University of Illinois Urbana Champaign,2011,6,47
University of Illinois Urbana Champaign,2011,4,42
University of Illinois Urbana Champaign,2011,5,24
University of Illinois Urbana Champaign,2013,12,60
University of Illinois Urbana Champaign,2013,11,36
University of Illinois Urbana Champaign,2014,2,13
University of Illinois Urbana Champaign,2014,1,24
University of Illinois Urbana Champaign,2014,5,8
University of Illinois Urbana Champaign,2014,6,11
University of Illinois Urbana Champaign,2014,4,34
University of Illinois Urbana Champaign,2014,3,26
"University of Maryland, College Park (archive.org)",2011,9,1
"University of Maryland, College Park (archive.org)",2011,12,5
"University of Maryland, College Park (archive.org)",2012,1,1
"University of Maryland, College Park (archive.org)",2013,3,1
"University of Maryland, College Park (archive.org)",2009,11,3
"University of Maryland, College Park (archive.org)",2011,1,2
"University of Maryland, College Park (archive.org)",2010,12,5
"University of Maryland, College Park (archive.org)",2010,7,2
University of Michigan (archive.org),2012,2,307
University of New Hampshire Library (archive.org),2009,11,564
University of North Carolina at Chapel Hill (archive.org),2009,12,1
University of North Carolina at Chapel Hill (archive.org),2010,7,1
University of North Carolina at Chapel Hill (archive.org),2011,12,1
University of North Carolina at Chapel Hill (archive.org),2012,6,2
University of North Carolina at Chapel Hill (archive.org),2012,5,1
University of North Carolina at Chapel Hill (archive.org),2012,3,2
University of North Carolina at Chapel Hill (archive.org),2013,10,1
University of Ottawa (archive.org),2012,7,10
University of Ottawa (archive.org),2013,1,2
University of Ottawa (archive.org),2012,4,4
University of Ottawa (archive.org),2012,5,1
University of Ottawa (archive.org),2012,6,1
University of Ottawa (archive.org),2011,5,5
University of Ottawa (archive.org),2011,4,3
University of Ottawa (archive.org),2010,4,1
University of Ottawa (archive.org),2010,3,19
University of Ottawa (archive.org),2010,12,2
University of Ottawa (archive.org),2011,1,1
University of Ottawa (archive.org),2011,2,3
University of Pennsylvania Libraries (archive.org),2010,7,2
University of Pennsylvania Libraries (archive.org),2009,12,132
University of Pittsburgh Library System (archive.org),2009,12,26
University of Pittsburgh Library System (archive.org),2009,11,179
University of Pittsburgh Library System (archive.org),2010,7,2
University of Pittsburgh Library System (archive.org),2010,3,10
University of Pittsburgh Library System (archive.org),2010,2,6
University of Pittsburgh Library System (archive.org),2010,1,4
University of Southampton (archive.org),2014,5,1
University of Toronto (archive.org),2010,3,17
University of Toronto (archive.org),2010,4,1
University of Toronto (archive.org),2010,7,12
University of Toronto (archive.org),2010,8,4
University of Toronto (archive.org),2010,9,5
University of Toronto (archive.org),2012,1,1
University of Toronto (archive.org),2013,1,3
Unknown,2013,10,1
Unknown,2014,5,5
Unknown,2014,6,2
Unknown,2014,3,1
Unknown,2014,4,29
Unknown,2014,1,1
Unknown,2014,2,1
Unknown,2013,11,2
Unknown,2013,12,1
Webster Family Library of Veterinary Medicine (archive.org),2013,1,1
Webster Family Library of Veterinary Medicine (archive.org),2011,4,4
Webster Family Library of Veterinary Medicine (archive.org),2011,3,13
Webster Family Library of Veterinary Medicine (archive.org),2010,7,2
Webster Family Library of Veterinary Medicine (archive.org),2010,6,1
Webster Family Library of Veterinary Medicine (archive.org),2009,11,1142
Webster Family Library of Veterinary Medicine (archive.org),2009,12,35
Wellesley College Library (archive.org),2009,12,1
Wellesley College Library (archive.org),2009,11,41
Wellesley College Library (archive.org),2010,7,1
Wellesley College Library (archive.org),2010,1,1
Wellesley College Library (archive.org),2011,2,1
Wellesley College Library (archive.org),2011,5,1
Wellesley College Library (archive.org),2013,8,1
Wellesley College Library (archive.org),2013,6,1
Wellesley College Library (archive.org),2013,12,19
Wellesley College Library (archive.org),2013,11,11
Wellesley College Library (archive.org),2014,2,1
West Virginia University Libraries (archive.org),2011,9,1
West Virginia University Libraries (archive.org),2011,10,2
West Virginia University Libraries (archive.org),2011,8,1
West Virginia University Libraries (archive.org),2011,12,3
West Virginia University Libraries (archive.org),2011,11,7
West Virginia University Libraries (archive.org),2012,3,6
West Virginia University Libraries (archive.org),2010,4,3
West Virginia University Libraries (archive.org),2010,3,9
West Virginia University Libraries (archive.org),2009,11,17
West Virginia University Libraries (archive.org),2009,12,11
Williams College Libraries (archive.org),2009,11,6
Williams College Libraries (archive.org),2010,7,1
Yale University (archive.org),2012,3,9
Yale University (archive.org),2012,4,12
Yale University (archive.org),2012,5,2
Yale University (archive.org),2012,12,1
Yale University (archive.org),2012,7,1
