Institution Name,Year,Month,Pages
San Francisco Public Library (archive.org),2013,12,3692
San Francisco Public Library (archive.org),2014,3,1822
San Francisco Public Library (archive.org),2014,4,578
"School of Government Library, University of North Carolina at Chapel Hill",2013,9,52
"School of Theology, Boston University (archive.org)",2010,3,410
"School of Theology, Boston University (archive.org)",2009,11,456
SciELO - Scientific Electronic Library Online,2013,12,422
SciELO - Scientific Electronic Library Online,2014,1,1611
Scott - York University Libraries (archive.org),2009,11,1578
Scott - York University Libraries (archive.org),2009,12,1894
Scott - York University Libraries (archive.org),2010,7,388
Smithsonian Institution Archives,2014,6,634
Smithsonian Libraries,2014,6,60651
Smithsonian Libraries,2014,5,122007
Smithsonian Libraries,2014,4,132027
Smithsonian Libraries,2014,3,138213
Smithsonian Libraries,2014,1,45770
Smithsonian Libraries,2014,2,73799
Smithsonian Libraries,2013,12,69944
Smithsonian Libraries,2013,11,48872
Smithsonian Libraries,2009,10,175891
Smithsonian Libraries,2009,1,109820
Smithsonian Libraries,2010,7,178815
Smithsonian Libraries,2010,5,272772
Smithsonian Libraries,2010,6,174624
Smithsonian Libraries,2010,3,181188
Smithsonian Libraries,2010,4,210977
Smithsonian Libraries,2010,2,65700
Smithsonian Libraries,2010,1,102202
Smithsonian Libraries,2011,2,41666
Smithsonian Libraries,2011,3,54356
Smithsonian Libraries,2011,1,41783
Smithsonian Libraries,2010,12,33080
Smithsonian Libraries,2010,8,139940
Smithsonian Libraries,2010,9,95906
Smithsonian Libraries,2010,11,34732
Smithsonian Libraries,2010,10,82451
Smithsonian Libraries,2009,12,173449
Smithsonian Libraries,2009,7,144325
Smithsonian Libraries,2009,6,194261
Smithsonian Libraries,2009,8,244789
Smithsonian Libraries,2009,9,124494
Smithsonian Libraries,2009,11,203248
Smithsonian Libraries,2008,4,812
Smithsonian Libraries,2008,2,83418
Smithsonian Libraries,0,0,27808
Smithsonian Libraries,2006,7,3247
Smithsonian Libraries,2008,1,6993
Smithsonian Libraries,2006,9,2406
Smithsonian Libraries,2006,8,25782
Smithsonian Libraries,2008,8,13220
Smithsonian Libraries,2008,7,4310
Smithsonian Libraries,2008,5,30526
Smithsonian Libraries,2008,6,8840
Smithsonian Libraries,2009,2,94999
Smithsonian Libraries,2009,3,264814
Smithsonian Libraries,2009,4,180793
Smithsonian Libraries,2009,5,150882
Smithsonian Libraries,2008,9,343537
Smithsonian Libraries,2008,10,262801
Smithsonian Libraries,2008,12,121105
Smithsonian Libraries,2008,3,32
Smithsonian Libraries,2008,11,227900
Smithsonian Libraries,2013,9,52988
Smithsonian Libraries,2013,10,18092
Smithsonian Libraries,2013,7,40626
Smithsonian Libraries,2013,8,70826
Smithsonian Libraries,2013,5,81590
Smithsonian Libraries,2013,6,50630
Smithsonian Libraries,2013,3,71915
Smithsonian Libraries,2013,4,106632
Smithsonian Libraries,2012,11,63195
Smithsonian Libraries,2012,12,84841
Smithsonian Libraries,2013,1,69842
Smithsonian Libraries,2013,2,62430
Smithsonian Libraries,2012,7,83293
Smithsonian Libraries,2012,8,68397
Smithsonian Libraries,2012,10,86547
Smithsonian Libraries,2012,9,83755
Smithsonian Libraries,2012,4,108527
Smithsonian Libraries,2012,3,146422
Smithsonian Libraries,2012,5,78316
Smithsonian Libraries,2012,6,74277
Smithsonian Libraries,2012,2,31942
Smithsonian Libraries,2012,1,65616
Smithsonian Libraries,2011,11,68103
Smithsonian Libraries,2011,12,105013
Smithsonian Libraries,2011,9,154826
Smithsonian Libraries,2011,10,77674
Smithsonian Libraries,2011,8,55175
Smithsonian Libraries,2011,7,95020
Smithsonian Libraries,2011,6,57078
Smithsonian Libraries,2011,4,95850
Smithsonian Libraries,2011,5,89145
South African National Biodiversity Institute,2013,8,60
South African National Biodiversity Institute,2013,7,410
South Australian Museum,2013,7,242
South Australian Museum,2013,8,78
South Australian Museum,2013,4,9691
South Australian Museum,2013,3,1019
South Australian Museum,2013,6,623
South Australian Museum,2013,5,88
South Australian Museum,2013,2,4165
South Australian Museum,2013,1,6257
South Australian Museum,2012,12,9229
South Australian Museum,2012,11,3694
State Library of Massachusetts (archive.org),2009,11,814
State Library of North Carolina (archive.org),2010,7,108
State Library of North Carolina (archive.org),2013,2,178
State Library of North Carolina (archive.org),2013,6,246
State Library of North Carolina (archive.org),2013,3,52
State Library of North Carolina (archive.org),2013,7,2421
State Library of North Carolina (archive.org),2011,10,2088
State Library of North Carolina (archive.org),2012,3,274
State Library of North Carolina (archive.org),2014,4,4314
Sterling and Francine Clark Art Institute Library (archive.org),2013,3,350
Sterling and Francine Clark Art Institute Library (archive.org),2013,2,733
Sterling and Francine Clark Art Institute Library (archive.org),2012,11,224
Sterling and Francine Clark Art Institute Library (archive.org),2012,12,150
Sweet Briar College (archive.org),2010,10,542
Sweet Briar College (archive.org),2010,11,456
The Bancroft Library (archive.org),2009,11,1922
The Bancroft Library (archive.org),2012,5,29085
The Johns Hopkins University Sheridan Libraries (archive.org),2009,11,8972
"The University of Western Ontario, Western Archives (archive.org)",2009,11,5730
Tisch Library (archive.org),2009,11,2702
Tisch Library (archive.org),2010,8,986
Tisch Library (archive.org),2013,8,2962
Toronto Public Library : North York Central (archive.org),2009,11,2404
Toronto Public Library: Research and Reference Libraries (archive.org),2009,11,15490
Trinity College - University of Toronto (archive.org),2009,11,3468
Trinity College - University of Toronto (archive.org),2013,12,522
Tufts University (archive.org),2009,11,768
"U.S. Department of Agriculture, National Agricultural Library",2013,8,40651
"U.S. Department of Agriculture, National Agricultural Library",2013,7,49218
"U.S. Department of Agriculture, National Agricultural Library",2013,10,11261
"U.S. Department of Agriculture, National Agricultural Library",2013,9,47769
"U.S. Department of Agriculture, National Agricultural Library",2013,3,2761
"U.S. Department of Agriculture, National Agricultural Library",2013,4,6289
"U.S. Department of Agriculture, National Agricultural Library",2013,6,35082
"U.S. Department of Agriculture, National Agricultural Library",2013,5,34755
"U.S. Department of Agriculture, National Agricultural Library",2013,2,4494
"U.S. Department of Agriculture, National Agricultural Library",2013,1,4705
"U.S. Department of Agriculture, National Agricultural Library",2013,12,64549
"U.S. Department of Agriculture, National Agricultural Library",2013,11,10796
"U.S. Department of Agriculture, National Agricultural Library",2014,2,113511
"U.S. Department of Agriculture, National Agricultural Library",2014,1,1750
"U.S. Department of Agriculture, National Agricultural Library",2014,4,144583
"U.S. Department of Agriculture, National Agricultural Library",2014,3,21313
"U.S. Department of Agriculture, National Agricultural Library",2014,5,23042
"U.S. Department of Agriculture, National Agricultural Library",2014,6,11854
"U.S. Dept. of the Treasury, Treasury Library (archive.org)",2009,11,76
U.S. Government Printing Office (archive.org),2009,11,898
"UCLA Library, Preservation Department",2013,7,398
"UCLA Library, Preservation Department",2014,3,1696
"UCLA Library, Preservation Department",2014,4,70
"UCLA Library, Preservation Department",2014,2,18
"UCLA Library, Preservation Department",2013,12,144
UMass Amherst Libraries (archive.org),2014,3,232
UMass Amherst Libraries (archive.org),2014,5,148
UMass Amherst Libraries (archive.org),2013,3,2092
UMass Amherst Libraries (archive.org),2013,1,5996
UMass Amherst Libraries (archive.org),2013,2,210
UMass Amherst Libraries (archive.org),2012,12,4018
UMass Amherst Libraries (archive.org),2012,1,764
UMass Amherst Libraries (archive.org),2011,5,222
UMass Amherst Libraries (archive.org),2009,11,806161
UMass Amherst Libraries (archive.org),2009,12,35090
UMass Amherst Libraries (archive.org),2010,8,13214
UMass Amherst Libraries (archive.org),2010,6,334
UMass Amherst Libraries (archive.org),2010,5,1654
UMass Amherst Libraries (archive.org),2010,1,7671
UMass Amherst Libraries (archive.org),2010,2,2456
UMass Amherst Libraries (archive.org),2010,4,984
"UNEP-WCMC, Cambridge (archive.org)",2010,6,5870
"UNEP-WCMC, Cambridge (archive.org)",2010,7,26352
"UNEP-WCMC, Cambridge (archive.org)",2012,1,27126
United States Geological Survey,2012,5,5288
United States Geological Survey,2012,6,1122
United States Geological Survey,2012,3,1416
United States Geological Survey,2012,12,1905
United States Geological Survey,2012,10,2243
United States Geological Survey,2012,8,401
United States Geological Survey,2012,7,2436
United States Geological Survey,2013,3,482
United States Geological Survey,2014,5,750
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2010,2,10708
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2009,11,2018
Universal Digital Library (archive.org),2009,12,355
"University Library, University of North Carolina at Chapel Hill (archive.org)",2009,11,4672
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,10,3676
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,8,776
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,9,1912
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,2,1388
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,3,764
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,4,1422
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,5,1066
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,5,826
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,10,692
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,7,298
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,5,230
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,6,446
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,3,914
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,12,36
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,11,84
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,1,452
University of Alberta Libraries (archive.org),2014,1,1232
University of Alberta Libraries (archive.org),2014,2,16968
University of Alberta Libraries (archive.org),2013,12,52
University of Alberta Libraries (archive.org),2014,3,9272
University of Alberta Libraries (archive.org),2014,4,1222
University of Alberta Libraries (archive.org),2014,6,1690
University of Alberta Libraries (archive.org),2014,5,1780
University of Alberta Libraries (archive.org),2012,9,2182
University of British Columbia Library (archive.org),2013,10,80
University of British Columbia Library (archive.org),2010,7,66183
University of British Columbia Library (archive.org),2010,6,76276
University of British Columbia Library (archive.org),2010,5,10185
University of California Libraries (archive.org),2010,5,720
University of California Libraries (archive.org),2010,7,13782
University of California Libraries (archive.org),2010,11,378
University of California Libraries (archive.org),2010,12,900
University of California Libraries (archive.org),2011,1,912
University of California Libraries (archive.org),2011,2,764
University of California Libraries (archive.org),2009,11,3552739
University of California Libraries (archive.org),2009,12,1520
University of California Libraries (archive.org),2013,7,24
University of California Libraries (archive.org),2013,3,348
University of California Libraries (archive.org),2013,1,6082
University of California Libraries (archive.org),2012,12,180
University of California Libraries (archive.org),2011,7,328
University of California Libraries (archive.org),2011,8,756
University of California Libraries (archive.org),2011,9,154
University of California Libraries (archive.org),2011,5,4140
University of California Libraries (archive.org),2012,1,12760
University of California Libraries (archive.org),2013,12,458
"University of California, Davis Libraries (archive.org)",2011,11,2014
"University of California, Davis Libraries (archive.org)",2012,4,762
"University of California, Davis Libraries (archive.org)",2012,3,5880
"University of California, Davis Libraries (archive.org)",2012,9,332
"University of California, Davis Libraries (archive.org)",2012,8,1798
"University of California, Davis Libraries (archive.org)",2012,7,1114
"University of California, Davis Libraries (archive.org)",2013,6,44
University of Connecticut Libraries (archive.org),2013,4,4294
University of Connecticut Libraries (archive.org),2013,7,7838
University of Connecticut Libraries (archive.org),2013,8,3833
University of Connecticut Libraries (archive.org),2013,9,264
University of Connecticut Libraries (archive.org),2012,10,3406
University of Connecticut Libraries (archive.org),2012,2,646
University of Connecticut Libraries (archive.org),2011,5,11182
University of Connecticut Libraries (archive.org),2011,6,764
University of Connecticut Libraries (archive.org),2011,8,168
University of Connecticut Libraries (archive.org),2011,7,822
University of Connecticut Libraries (archive.org),2009,12,6046
University of Connecticut Libraries (archive.org),2009,11,41465
University of Connecticut Libraries (archive.org),2011,1,858
University of Connecticut Libraries (archive.org),2010,11,684
University of Connecticut Libraries (archive.org),2010,7,15350
University of Connecticut Libraries (archive.org),2010,5,7740
University of Connecticut Libraries (archive.org),2010,6,62
University of Connecticut Libraries (archive.org),2010,1,932
"University of Florida, George A. Smathers Libraries (archive.org)",2010,1,3450
"University of Florida, George A. Smathers Libraries (archive.org)",2010,2,3544
"University of Florida, George A. Smathers Libraries (archive.org)",2010,4,10835
"University of Florida, George A. Smathers Libraries (archive.org)",2010,3,5334
"University of Florida, George A. Smathers Libraries (archive.org)",2010,6,895
"University of Florida, George A. Smathers Libraries (archive.org)",2010,5,661
"University of Florida, George A. Smathers Libraries (archive.org)",2010,7,2583
"University of Florida, George A. Smathers Libraries (archive.org)",2010,11,946
"University of Florida, George A. Smathers Libraries (archive.org)",2010,10,262
"University of Florida, George A. Smathers Libraries (archive.org)",2010,8,2369
"University of Florida, George A. Smathers Libraries (archive.org)",2010,9,257
"University of Florida, George A. Smathers Libraries (archive.org)",2011,1,750
"University of Florida, George A. Smathers Libraries (archive.org)",2010,12,1877
"University of Florida, George A. Smathers Libraries (archive.org)",2011,2,3922
"University of Florida, George A. Smathers Libraries (archive.org)",2009,11,17700
"University of Florida, George A. Smathers Libraries (archive.org)",2009,12,416
"University of Florida, George A. Smathers Libraries (archive.org)",2011,7,754
"University of Florida, George A. Smathers Libraries (archive.org)",2011,8,173
"University of Florida, George A. Smathers Libraries (archive.org)",2012,1,668
University of Illinois at Chicago (archive.org),2012,12,20
University of Illinois at Chicago (archive.org),2009,11,28
University of Illinois at Chicago (archive.org),2010,2,112
University of Illinois Urbana Champaign,2010,3,1654
University of Illinois Urbana Champaign,2010,4,418
University of Illinois Urbana Champaign,2010,7,8387
University of Illinois Urbana Champaign,2010,5,848
University of Illinois Urbana Champaign,2010,6,28
University of Illinois Urbana Champaign,2011,2,54013
University of Illinois Urbana Champaign,2011,3,25589
University of Illinois Urbana Champaign,2010,12,51004
University of Illinois Urbana Champaign,2011,1,57043
University of Illinois Urbana Champaign,2010,9,4652
University of Illinois Urbana Champaign,2010,8,6892
University of Illinois Urbana Champaign,2010,10,44927
University of Illinois Urbana Champaign,2010,11,36627
University of Illinois Urbana Champaign,2009,11,86779
University of Illinois Urbana Champaign,2009,12,110016
University of Illinois Urbana Champaign,2009,9,1956
University of Illinois Urbana Champaign,2009,8,11769
University of Illinois Urbana Champaign,2009,6,4414
University of Illinois Urbana Champaign,2009,7,24820
University of Illinois Urbana Champaign,2008,11,18018
University of Illinois Urbana Champaign,2008,10,47281
University of Illinois Urbana Champaign,2008,9,5616
University of Illinois Urbana Champaign,2009,4,946
University of Illinois Urbana Champaign,2009,3,4708
University of Illinois Urbana Champaign,2009,2,4162
University of Illinois Urbana Champaign,2008,6,2618
University of Illinois Urbana Champaign,2008,5,42846
University of Illinois Urbana Champaign,2008,7,5554
University of Illinois Urbana Champaign,2008,8,3470
University of Illinois Urbana Champaign,2008,1,1784
University of Illinois Urbana Champaign,0,0,17
University of Illinois Urbana Champaign,2008,2,114024
University of Illinois Urbana Champaign,2008,4,256
University of Illinois Urbana Champaign,2012,12,2382
University of Illinois Urbana Champaign,2012,11,950
University of Illinois Urbana Champaign,2013,1,2256
University of Illinois Urbana Champaign,2013,2,1208
University of Illinois Urbana Champaign,2012,10,36
University of Illinois Urbana Champaign,2012,9,10532
University of Illinois Urbana Champaign,2012,7,452
University of Illinois Urbana Champaign,2012,8,118
University of Illinois Urbana Champaign,2013,9,2064
University of Illinois Urbana Champaign,2013,10,167766
University of Illinois Urbana Champaign,2013,7,3304
University of Illinois Urbana Champaign,2013,4,722
University of Illinois Urbana Champaign,2013,3,8614
University of Illinois Urbana Champaign,2013,6,1824
University of Illinois Urbana Champaign,2013,5,1736
University of Illinois Urbana Champaign,2012,1,4662
University of Illinois Urbana Champaign,2011,11,7014
University of Illinois Urbana Champaign,2011,12,2938
University of Illinois Urbana Champaign,2012,3,212
University of Illinois Urbana Champaign,2012,4,3440
University of Illinois Urbana Champaign,2012,5,970
University of Illinois Urbana Champaign,2012,6,410
University of Illinois Urbana Champaign,2011,8,940
University of Illinois Urbana Champaign,2011,7,31223
University of Illinois Urbana Champaign,2011,9,1385
University of Illinois Urbana Champaign,2011,10,2880
University of Illinois Urbana Champaign,2011,6,19994
University of Illinois Urbana Champaign,2011,4,11002
University of Illinois Urbana Champaign,2011,5,8344
University of Illinois Urbana Champaign,2013,12,9045
University of Illinois Urbana Champaign,2013,11,5352
University of Illinois Urbana Champaign,2014,2,8892
University of Illinois Urbana Champaign,2014,1,3700
University of Illinois Urbana Champaign,2014,5,6710
University of Illinois Urbana Champaign,2014,6,6826
University of Illinois Urbana Champaign,2014,4,25088
University of Illinois Urbana Champaign,2014,3,15348
University of Illinois Urbana Champaign,2009,1,31354
"University of Maryland, College Park (archive.org)",2011,9,40
"University of Maryland, College Park (archive.org)",2011,12,928
"University of Maryland, College Park (archive.org)",2012,1,298
"University of Maryland, College Park (archive.org)",2013,3,124
"University of Maryland, College Park (archive.org)",2009,11,174
"University of Maryland, College Park (archive.org)",2011,1,476
"University of Maryland, College Park (archive.org)",2010,12,1084
"University of Maryland, College Park (archive.org)",2010,7,226
University of Michigan (archive.org),2012,2,64075
University of New Hampshire Library (archive.org),2009,11,26102
University of North Carolina at Chapel Hill (archive.org),2009,12,73
University of North Carolina at Chapel Hill (archive.org),2010,7,476
University of North Carolina at Chapel Hill (archive.org),2011,12,548
University of North Carolina at Chapel Hill (archive.org),2012,6,842
University of North Carolina at Chapel Hill (archive.org),2012,5,216
University of North Carolina at Chapel Hill (archive.org),2012,3,412
University of North Carolina at Chapel Hill (archive.org),2013,10,70
University of Ottawa (archive.org),2012,7,8152
University of Ottawa (archive.org),2013,1,1228
University of Ottawa (archive.org),2012,4,1496
University of Ottawa (archive.org),2012,5,760
University of Ottawa (archive.org),2012,6,782
University of Ottawa (archive.org),2011,5,2088
University of Ottawa (archive.org),2011,4,958
University of Ottawa (archive.org),2010,4,179
University of Ottawa (archive.org),2010,3,10846
University of Ottawa (archive.org),2010,12,992
University of Ottawa (archive.org),2011,1,56
University of Ottawa (archive.org),2011,2,1216
University of Pennsylvania Libraries (archive.org),2010,7,624
University of Pennsylvania Libraries (archive.org),2009,12,43483
University of Pittsburgh Library System (archive.org),2009,12,11208
University of Pittsburgh Library System (archive.org),2009,11,68308
University of Pittsburgh Library System (archive.org),2010,7,190
University of Pittsburgh Library System (archive.org),2010,3,2824
University of Pittsburgh Library System (archive.org),2010,2,2108
University of Pittsburgh Library System (archive.org),2010,1,1502
University of Southampton (archive.org),2014,5,45
University of Toronto (archive.org),2010,3,3982
University of Toronto (archive.org),2010,4,952
University of Toronto (archive.org),2010,7,3976
University of Toronto (archive.org),2010,8,1476
University of Toronto (archive.org),2010,9,2788
University of Toronto (archive.org),2012,1,418
University of Toronto (archive.org),2013,1,1933
Unknown,2013,10,78
Unknown,2014,5,1852
Unknown,2014,6,1314
Unknown,2014,3,750
Unknown,2014,4,218
Unknown,2014,1,464
Unknown,2014,2,88
Unknown,2013,11,780
Unknown,2013,12,428
Webster Family Library of Veterinary Medicine (archive.org),2013,1,258
Webster Family Library of Veterinary Medicine (archive.org),2011,4,1684
Webster Family Library of Veterinary Medicine (archive.org),2011,3,1836
Webster Family Library of Veterinary Medicine (archive.org),2010,7,190
Webster Family Library of Veterinary Medicine (archive.org),2010,6,24
Webster Family Library of Veterinary Medicine (archive.org),2009,11,347187
Webster Family Library of Veterinary Medicine (archive.org),2009,12,6386
Wellesley College Library (archive.org),2009,12,108
Wellesley College Library (archive.org),2009,11,8592
Wellesley College Library (archive.org),2010,7,738
Wellesley College Library (archive.org),2010,1,78
Wellesley College Library (archive.org),2011,2,806
Wellesley College Library (archive.org),2011,5,466
Wellesley College Library (archive.org),2013,8,342
Wellesley College Library (archive.org),2013,6,106
Wellesley College Library (archive.org),2013,12,6158
Wellesley College Library (archive.org),2013,11,3544
Wellesley College Library (archive.org),2014,2,386
West Virginia University Libraries (archive.org),2011,9,248
West Virginia University Libraries (archive.org),2011,10,602
West Virginia University Libraries (archive.org),2011,8,442
West Virginia University Libraries (archive.org),2011,12,1140
West Virginia University Libraries (archive.org),2011,11,3964
West Virginia University Libraries (archive.org),2012,3,2464
West Virginia University Libraries (archive.org),2010,4,1086
West Virginia University Libraries (archive.org),2010,3,3448
West Virginia University Libraries (archive.org),2009,11,6058
West Virginia University Libraries (archive.org),2009,12,5202
Williams College Libraries (archive.org),2009,11,2308
Williams College Libraries (archive.org),2010,7,288
Yale University (archive.org),2012,3,1616
Yale University (archive.org),2012,4,5074
Yale University (archive.org),2012,5,86
Yale University (archive.org),2012,12,214
Yale University (archive.org),2012,7,332
