Institution Name,Year,Month,Titles
UMass Amherst Libraries (archive.org),2010,7,2
UMass Amherst Libraries (archive.org),2010,4,1
UMass Amherst Libraries (archive.org),2010,5,3
UMass Amherst Libraries (archive.org),2010,2,2
UMass Amherst Libraries (archive.org),2013,3,10
UMass Amherst Libraries (archive.org),2013,2,2
UMass Amherst Libraries (archive.org),2013,1,38
UMass Amherst Libraries (archive.org),2012,12,49
UMass Amherst Libraries (archive.org),2011,5,1
"UNEP-WCMC, Cambridge (archive.org)",2012,1,235
"UNEP-WCMC, Cambridge (archive.org)",2010,7,96
"UNEP-WCMC, Cambridge (archive.org)",2010,6,23
United States Geological Survey,2012,3,6
United States Geological Survey,2012,5,23
United States Geological Survey,2012,7,23
United States Geological Survey,2012,6,4
United States Geological Survey,2012,12,6
United States Geological Survey,2012,10,5
United States Geological Survey,2012,8,3
United States Geological Survey,2014,5,1
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2010,2,18
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2009,11,4
Universal Digital Library (archive.org),2009,12,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2009,11,12
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,8,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,9,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,2,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,10,6
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,11,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,5,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,4,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,3,4
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,5,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,7,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,10,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,5,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,3,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,12,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,1,1
University of Alberta Libraries (archive.org),2014,1,3
University of Alberta Libraries (archive.org),2013,12,1
University of Alberta Libraries (archive.org),2014,3,3
University of Alberta Libraries (archive.org),2014,5,4
University of Alberta Libraries (archive.org),2014,4,1
University of Alberta Libraries (archive.org),2012,9,19
University of British Columbia Library (archive.org),2013,10,1
University of British Columbia Library (archive.org),2010,5,29
University of British Columbia Library (archive.org),2010,6,203
University of British Columbia Library (archive.org),2010,7,207
University of California Libraries (archive.org),2010,7,51
University of California Libraries (archive.org),2010,5,1
University of California Libraries (archive.org),2010,12,2
University of California Libraries (archive.org),2011,2,1
University of California Libraries (archive.org),2011,1,1
University of California Libraries (archive.org),2009,11,9700
University of California Libraries (archive.org),2009,12,2
University of California Libraries (archive.org),2013,7,1
University of California Libraries (archive.org),2013,3,1
University of California Libraries (archive.org),2012,12,1
University of California Libraries (archive.org),2013,1,15
University of California Libraries (archive.org),2011,8,1
University of California Libraries (archive.org),2011,7,1
University of California Libraries (archive.org),2011,5,9
University of California Libraries (archive.org),2013,12,1
"University of California, Davis Libraries (archive.org)",2011,11,36
"University of California, Davis Libraries (archive.org)",2012,3,124
"University of California, Davis Libraries (archive.org)",2012,4,4
"University of California, Davis Libraries (archive.org)",2012,6,1
"University of California, Davis Libraries (archive.org)",2012,7,35
"University of California, Davis Libraries (archive.org)",2012,9,9
"University of California, Davis Libraries (archive.org)",2012,8,37
"University of California, Davis Libraries (archive.org)",2013,6,1
University of Connecticut Libraries (archive.org),2013,7,12
University of Connecticut Libraries (archive.org),2013,4,11
University of Connecticut Libraries (archive.org),2013,8,7
University of Connecticut Libraries (archive.org),2012,10,15
University of Connecticut Libraries (archive.org),2012,2,1
University of Connecticut Libraries (archive.org),2011,8,2
University of Connecticut Libraries (archive.org),2011,5,150
University of Connecticut Libraries (archive.org),2011,7,4
University of Connecticut Libraries (archive.org),2011,6,22
University of Connecticut Libraries (archive.org),2009,12,8
University of Connecticut Libraries (archive.org),2010,1,3
University of Connecticut Libraries (archive.org),2009,11,104
University of Connecticut Libraries (archive.org),2011,1,7
University of Connecticut Libraries (archive.org),2010,11,2
University of Connecticut Libraries (archive.org),2010,5,9
University of Connecticut Libraries (archive.org),2010,7,22
University of Connecticut Libraries (archive.org),2010,6,1
"University of Florida, George A. Smathers Libraries (archive.org)",2010,6,5
"University of Florida, George A. Smathers Libraries (archive.org)",2010,8,10
"University of Florida, George A. Smathers Libraries (archive.org)",2010,7,22
"University of Florida, George A. Smathers Libraries (archive.org)",2010,5,3
"University of Florida, George A. Smathers Libraries (archive.org)",2010,4,62
"University of Florida, George A. Smathers Libraries (archive.org)",2010,2,19
"University of Florida, George A. Smathers Libraries (archive.org)",2010,3,24
"University of Florida, George A. Smathers Libraries (archive.org)",2010,11,8
"University of Florida, George A. Smathers Libraries (archive.org)",2010,12,10
"University of Florida, George A. Smathers Libraries (archive.org)",2010,10,2
"University of Florida, George A. Smathers Libraries (archive.org)",2010,9,2
"University of Florida, George A. Smathers Libraries (archive.org)",2011,1,6
"University of Florida, George A. Smathers Libraries (archive.org)",2011,2,21
"University of Florida, George A. Smathers Libraries (archive.org)",2009,11,93
"University of Florida, George A. Smathers Libraries (archive.org)",2010,1,15
"University of Florida, George A. Smathers Libraries (archive.org)",2009,12,4
"University of Florida, George A. Smathers Libraries (archive.org)",2011,7,3
"University of Florida, George A. Smathers Libraries (archive.org)",2011,8,1
"University of Florida, George A. Smathers Libraries (archive.org)",2012,1,3
"University of Florida, George A. Smathers Libraries (archive.org)",2009,10,6
University of Illinois at Chicago (archive.org),2012,12,1
University of Illinois at Chicago (archive.org),2009,11,1
University of Illinois at Chicago (archive.org),2010,2,1
University of Illinois Urbana Champaign,2010,3,1
University of Illinois Urbana Champaign,2010,4,1
University of Illinois Urbana Champaign,2010,5,3
University of Illinois Urbana Champaign,2010,7,39
University of Illinois Urbana Champaign,2010,8,34
University of Illinois Urbana Champaign,2010,6,1
University of Illinois Urbana Champaign,2011,2,73
University of Illinois Urbana Champaign,2011,1,102
University of Illinois Urbana Champaign,2011,4,20
University of Illinois Urbana Champaign,2011,3,111
University of Illinois Urbana Champaign,2010,9,9
University of Illinois Urbana Champaign,2010,10,48
University of Illinois Urbana Champaign,2010,12,74
University of Illinois Urbana Champaign,2010,11,35
University of Illinois Urbana Champaign,2009,11,264
University of Illinois Urbana Champaign,2009,8,8
University of Illinois Urbana Champaign,2009,9,17
University of Illinois Urbana Champaign,2009,7,131
University of Illinois Urbana Champaign,2009,6,12
University of Illinois Urbana Champaign,2008,11,1
University of Illinois Urbana Champaign,2009,1,29
University of Illinois Urbana Champaign,2008,10,1
University of Illinois Urbana Champaign,2008,9,2
University of Illinois Urbana Champaign,2009,4,1
University of Illinois Urbana Champaign,2009,3,8
University of Illinois Urbana Champaign,2009,2,18
University of Illinois Urbana Champaign,2008,6,8
University of Illinois Urbana Champaign,2008,5,274
University of Illinois Urbana Champaign,2008,7,27
University of Illinois Urbana Champaign,2008,8,25
University of Illinois Urbana Champaign,2008,2,1006
University of Illinois Urbana Champaign,0,0,1
University of Illinois Urbana Champaign,2008,1,13
University of Illinois Urbana Champaign,2008,4,61
University of Illinois Urbana Champaign,2012,12,4
University of Illinois Urbana Champaign,2013,1,3
University of Illinois Urbana Champaign,2013,3,7
University of Illinois Urbana Champaign,2013,2,3
University of Illinois Urbana Champaign,2012,10,1
University of Illinois Urbana Champaign,2012,11,9
University of Illinois Urbana Champaign,2012,8,4
University of Illinois Urbana Champaign,2012,9,31
University of Illinois Urbana Champaign,2013,8,1
University of Illinois Urbana Champaign,2013,9,1
University of Illinois Urbana Champaign,2013,10,32
University of Illinois Urbana Champaign,2013,11,53
University of Illinois Urbana Champaign,2013,4,2
University of Illinois Urbana Champaign,2013,5,6
University of Illinois Urbana Champaign,2013,7,3
University of Illinois Urbana Champaign,2013,6,3
University of Illinois Urbana Champaign,2012,1,10
University of Illinois Urbana Champaign,2011,12,13
University of Illinois Urbana Champaign,2012,3,10
University of Illinois Urbana Champaign,2012,7,1
University of Illinois Urbana Champaign,2012,6,4
University of Illinois Urbana Champaign,2012,4,13
University of Illinois Urbana Champaign,2012,5,4
University of Illinois Urbana Champaign,2011,8,3
University of Illinois Urbana Champaign,2011,9,3
University of Illinois Urbana Champaign,2011,11,56
University of Illinois Urbana Champaign,2011,10,6
University of Illinois Urbana Champaign,2011,7,33
University of Illinois Urbana Champaign,2011,6,26
University of Illinois Urbana Champaign,2011,5,17
University of Illinois Urbana Champaign,2014,6,5
University of Illinois Urbana Champaign,2014,4,11
University of Illinois Urbana Champaign,2014,5,6
University of Illinois Urbana Champaign,2013,12,42
University of Illinois Urbana Champaign,2014,1,24
University of Illinois Urbana Champaign,2014,3,10
University of Illinois Urbana Champaign,2014,2,4
"University of Maryland, College Park (archive.org)",2011,9,1
"University of Maryland, College Park (archive.org)",2011,12,5
"University of Maryland, College Park (archive.org)",2013,3,1
"University of Maryland, College Park (archive.org)",2009,11,3
"University of Maryland, College Park (archive.org)",2010,12,5
"University of Maryland, College Park (archive.org)",2011,1,2
"University of Maryland, College Park (archive.org)",2010,7,1
University of Michigan (archive.org),2012,2,154
University of New Hampshire Library (archive.org),2009,11,8
University of North Carolina at Chapel Hill (archive.org),2009,12,1
University of North Carolina at Chapel Hill (archive.org),2010,7,1
University of North Carolina at Chapel Hill (archive.org),2012,3,2
University of North Carolina at Chapel Hill (archive.org),2011,12,1
University of North Carolina at Chapel Hill (archive.org),2012,5,1
University of North Carolina at Chapel Hill (archive.org),2012,6,2
University of North Carolina at Chapel Hill (archive.org),2013,10,1
University of Ottawa (archive.org),2012,5,1
University of Ottawa (archive.org),2012,4,2
University of Ottawa (archive.org),2012,3,1
University of Ottawa (archive.org),2011,5,5
University of Ottawa (archive.org),2010,4,1
University of Ottawa (archive.org),2010,3,11
University of Ottawa (archive.org),2011,1,1
University of Ottawa (archive.org),2011,2,3
University of Ottawa (archive.org),2011,4,2
University of Ottawa (archive.org),2010,12,2
University of Pennsylvania Libraries (archive.org),2010,7,2
University of Pennsylvania Libraries (archive.org),2009,12,108
University of Pittsburgh Library System (archive.org),2009,12,14
University of Pittsburgh Library System (archive.org),2010,1,1
University of Pittsburgh Library System (archive.org),2009,11,111
University of Pittsburgh Library System (archive.org),2010,7,1
University of Pittsburgh Library System (archive.org),2010,3,6
University of Pittsburgh Library System (archive.org),2010,2,5
University of Pittsburgh Library System (archive.org),2009,10,13
University of Southampton (archive.org),2014,5,1
University of Toronto (archive.org),2010,3,5
University of Toronto (archive.org),2010,4,1
University of Toronto (archive.org),2010,7,13
University of Toronto (archive.org),2010,8,1
University of Toronto (archive.org),2010,9,2
University of Toronto (archive.org),2013,1,1
Unknown,2013,10,1
Unknown,2013,11,2
Unknown,2014,5,4
Unknown,2014,4,29
Unknown,2014,6,1
Unknown,2014,2,1
Unknown,2014,3,1
Unknown,2014,1,1
Unknown,2013,12,1
Webster Family Library of Veterinary Medicine (archive.org),2009,10,73
Webster Family Library of Veterinary Medicine (archive.org),2013,1,1
Webster Family Library of Veterinary Medicine (archive.org),2011,4,4
Webster Family Library of Veterinary Medicine (archive.org),2011,3,13
Webster Family Library of Veterinary Medicine (archive.org),2010,6,1
Webster Family Library of Veterinary Medicine (archive.org),2010,7,2
Webster Family Library of Veterinary Medicine (archive.org),2009,11,1005
Webster Family Library of Veterinary Medicine (archive.org),2009,12,33
Wellesley College Library (archive.org),2009,12,1
Wellesley College Library (archive.org),2010,1,1
Wellesley College Library (archive.org),2009,11,41
Wellesley College Library (archive.org),2011,2,1
Wellesley College Library (archive.org),2013,11,10
Wellesley College Library (archive.org),2013,8,1
Wellesley College Library (archive.org),2013,6,1
Wellesley College Library (archive.org),2011,5,1
Wellesley College Library (archive.org),2013,12,19
Wellesley College Library (archive.org),2014,2,1
West Virginia University Libraries (archive.org),2011,9,1
West Virginia University Libraries (archive.org),2011,8,1
West Virginia University Libraries (archive.org),2011,10,2
West Virginia University Libraries (archive.org),2011,11,5
West Virginia University Libraries (archive.org),2012,3,4
West Virginia University Libraries (archive.org),2011,12,3
West Virginia University Libraries (archive.org),2010,4,3
West Virginia University Libraries (archive.org),2010,3,7
West Virginia University Libraries (archive.org),2009,11,7
Williams College Libraries (archive.org),2009,11,2
Williams College Libraries (archive.org),2010,7,1
Yale University (archive.org),2012,3,13
Yale University (archive.org),2012,4,8
Yale University (archive.org),2012,5,2
Yale University (archive.org),2012,7,1
Yale University (archive.org),2012,12,1
